ts,mid,spread_bps,trend_bps_per_sec,trend_angle_deg,bid_pressure_total_usd,ask_pressure_total_usd,pressure_imbalance,strongest_bid_usd,strongest_bid_dist_usd,strongest_ask_usd,strongest_ask_dist_usd,bid_p_0_10,bid_p_10_25,bid_p_25_50,bid_p_50_100,bid_p_100_200,ask_p_0_10,ask_p_10_25,ask_p_25_50,ask_p_50_100,ask_p_100_200,bid_wall_half_life_ms,ask_wall_half_life_ms,burst_count_3s,burst_buy_usd_3s,burst_sell_usd_3s,burst_imbalance_3s,target_ok_long,target_ok_short,pressure_ok_long,pressure_ok_short,in_long_hint,in_short_hint
1771599788797,67552.50,0.1480,-1.148954,-48.9651,2935869.07,1071334.00,0.465296,428653.97,25.50,265442.92,15.50,1538195.79,522391.54,875281.74,0.00,0.00,273525.80,797808.21,0.00,0.00,0.00,586,526,179,1011865.13,445402.23,0.388716,0,1,1,0,0,0
1771599789385,67552.50,0.1480,-1.139003,-48.7181,1151415.64,1274400.81,-0.050698,750772.20,22.50,302539.49,0.50,33871.47,1117270.69,273.48,0.00,0.00,1029067.16,245333.65,0.00,0.00,0.00,1191,539,181,1011978.62,445353.60,0.388810,0,1,0,0,0,0
1771599790190,67522.00,2.9620,-1.132554,-48.5568,3028418.35,3293794.88,-0.041975,690087.12,20.00,371905.10,26.00,0.00,2268098.44,760319.90,0.00,0.00,0.00,2427615.17,866179.70,0.00,0.00,527,507,154,10585.88,2604709.89,-0.991905,1,1,0,0,0,0
1771599790722,67516.50,0.1481,-1.126152,-48.3956,2829866.44,283340.52,0.817975,670728.44,1.50,103451.73,12.50,1825028.88,1004837.57,0.00,0.00,0.00,86014.30,195715.99,1610.23,0.00,0.00,527,0,116,18342.81,2253209.75,-0.983850,0,0,1,0,0,0
1771599791377,67549.00,0.8882,-1.114111,-48.0896,2568795.19,4914664.72,-0.313474,241761.04,21.00,599822.45,23.00,75950.75,1210051.54,1282792.90,0.00,0.00,1308069.10,2879236.09,727359.53,0.00,0.00,664,489,134,25253.24,2254246.01,-0.977843,1,1,0,1,0,1
1771599791870,67523.00,0.5924,-1.100893,-47.7494,4046986.23,3575659.00,0.061833,620889.24,50.00,446148.53,20.00,195662.28,1233944.90,1141889.85,1475489.19,0.00,692605.35,2883053.65,0.00,0.00,0.00,563,539,229,82374.86,4477362.18,-0.963869,1,1,0,0,0,0
1771599792388,67524.00,0.2962,-1.087043,-47.3882,858362.71,4902358.19,-0.701995,448234.87,47.00,1597088.70,22.00,13765.24,889.00,814245.95,29462.52,0.00,921187.47,3981170.72,0.00,0.00,0.00,1100,539,272,982349.38,4544793.60,-0.644536,1,1,0,1,0,1
1771599792920,67512.50,0.1481,-1.075679,-47.0881,1436602.41,5826451.17,-0.604408,790309.34,13.50,624448.65,10.50,245033.16,1191569.25,0.00,0.00,0.00,3878183.90,1948267.27,0.00,0.00,0.00,1187,0,188,978747.77,2328629.11,-0.408143,0,0,0,1,0,0
1771599793526,67512.50,0.1481,-1.067541,-46.8710,1111636.93,2057186.49,-0.298391,269857.99,20.50,380840.84,17.50,76132.13,807272.41,228232.40,0.00,0.00,618132.50,1343676.83,95377.16,0.00,0.00,532,606,224,984474.90,2326223.62,-0.405277,0,1,0,1,0,1
1771599794105,67495.50,0.1482,-1.059491,-46.6546,3023230.35,7002740.62,-0.396920,609432.38,14.50,1280551.22,13.50,1222811.68,1800418.68,0.00,0.00,0.00,839680.59,6163060.03,0.00,0.00,0.00,1081,0,247,987795.03,4556538.26,-0.643674,0,0,0,1,0,0
1771599794617,67507.50,0.1481,-1.049987,-46.3968,1627560.33,1939347.00,-0.087411,353141.60,10.50,781266.73,22.50,387177.32,1240383.00,0.00,0.00,0.00,603704.19,1335642.81,0.00,0.00,0.00,559,1185,251,999109.26,4558082.69,-0.640427,1,0,0,0,0,0
1771599795142,67511.50,0.1481,-1.040077,-46.1254,4164983.33,925542.28,0.636367,610593.11,0.50,294461.30,14.50,2699221.12,1465762.21,0.00,0.00,0.00,129593.13,795949.15,0.00,0.00,0.00,527,537,143,888244.65,2266417.80,-0.436869,0,0,1,0,0,0
1771599795823,67512.50,0.1481,-1.036040,-46.0141,4533752.21,2571346.42,0.276197,3628715.99,0.50,608522.77,22.50,3807437.19,726315.02,0.00,0.00,0.00,125335.03,2260575.01,185436.39,0.00,0.00,527,540,109,51711.51,2253680.08,-0.955139,1,0,1,0,0,0
1771599796320,67530.50,0.4442,-1.029970,-45.8458,1728456.42,4337338.35,-0.430097,502474.28,17.50,1024513.53,22.50,678744.52,1049711.90,0.00,0.00,0.00,137009.46,3981885.90,218443.00,0.00,0.00,527,539,157,3010373.70,2253667.93,0.143750,1,0,0,1,0,0
1771599796821,67529.50,0.1481,-1.024191,-45.6847,353829.53,5809759.96,-0.885187,94777.02,24.50,1162352.86,15.50,61586.26,159502.54,132740.73,0.00,0.00,1367490.98,4442268.98,0.00,0.00,0.00,527,532,108,2997652.90,12425.16,0.991744,0,1,0,1,0,1
1771599797327,67506.50,0.1481,-1.019789,-45.5613,3419788.50,2423466.17,0.170508,623523.89,0.50,326350.46,19.50,1575551.09,888346.54,955890.88,0.00,0.00,149999.36,2273466.80,0.00,0.00,0.00,527,537,173,2984402.90,2233276.02,0.143958,0,0,1,0,0,0
1771599797838,67527.00,1.1847,-1.008626,-45.2460,12398483.44,2176368.31,0.701353,2007048.56,21.00,303929.04,29.00,1607727.98,10790755.45,0.00,0.00,0.00,5249.93,1414338.32,756780.06,0.00,0.00,527,527,175,2995501.75,2233244.97,0.145782,1,1,1,0,0,0
1771599798609,67537.50,0.1481,-0.993331,-44.8083,5191784.06,1898401.82,0.464499,1971886.99,10.50,353564.96,19.50,2081569.46,3110214.60,0.00,0.00,0.00,198109.59,1700292.23,0.00,0.00,0.00,586,527,218,2989308.30,2818922.95,0.029335,0,0,1,0,0,0
1771599799143,67556.00,2.0724,-0.975201,-44.2807,1064628.19,2531563.63,-0.407914,134541.74,17.00,679672.41,23.00,105018.82,898010.58,61598.78,0.00,0.00,116445.24,2069925.65,345192.75,0.00,0.00,586,564,166,1155284.47,2869207.36,-0.425873,1,0,0,1,0,0
1771599799751,67511.50,3.4068,-0.961324,-43.8703,2745973.16,6501781.23,-0.406132,508404.78,28.50,1200306.06,25.50,0.00,1298423.58,1447549.58,0.00,0.00,0.00,4249631.33,2252149.89,0.00,0.00,1081,540,255,1154766.50,5133600.49,-0.632729,1,1,0,1,0,1
1771599800212,67509.50,0.1481,-0.945231,-43.3872,3569634.14,2262885.26,0.224045,882981.77,6.50,345922.26,23.50,1898962.71,1670671.43,0.00,0.00,0.00,1285186.13,490015.26,487683.87,0.00,0.00,539,532,190,1193689.13,2904543.04,-0.417461,1,0,1,0,0,0
1771599800780,67509.50,0.1481,-0.927537,-42.8470,1583268.92,1951778.01,-0.104244,500142.83,26.50,340629.78,19.50,70463.88,500597.89,1012207.15,0.00,0.00,512620.17,1439157.84,0.00,0.00,0.00,1081,579,189,1191290.13,2905011.55,-0.418358,0,1,0,0,0,0
1771599801392,67501.50,2.8148,-0.910097,-42.3052,3885083.36,411675.53,0.808379,760299.59,23.50,247478.06,31.50,5823.21,3253484.32,625775.83,0.00,0.00,11.48,12267.94,399396.11,0.00,0.00,1100,532,201,1187631.98,4542799.93,-0.585500,1,1,1,0,0,0
1771599801921,67511.50,0.1481,-0.892539,-41.7502,2286909.03,1754286.92,0.131798,689507.84,25.50,473508.36,16.50,433603.87,216083.50,1637221.66,0.00,0.00,12245.13,1742041.79,0.00,0.00,0.00,1081,497,184,1158066.26,4542799.93,-0.593723,0,1,1,0,0,0
1771599802468,67511.50,0.1481,-0.877329,-41.2614,1435040.81,3551453.77,-0.424429,666092.38,31.50,947910.51,18.50,24380.60,201747.74,1208912.47,0.00,0.00,1160026.05,2391427.72,0.00,0.00,0.00,537,1185,83,46043.95,2228725.87,-0.959518,0,1,0,1,0,1
1771599803071,67511.50,0.1481,-0.864661,-40.8487,378138.96,5362419.53,-0.868257,302806.82,30.50,831326.57,0.50,15310.85,238.91,362589.20,0.00,0.00,2785437.47,2576982.06,0.00,0.00,0.00,1081,512,81,19349.52,2228142.65,-0.982781,0,1,0,1,0,1
1771599803627,67510.00,0.2963,-0.851172,-40.4035,352740.68,7810209.27,-0.913575,89190.90,26.00,3173116.24,1.00,10263.84,45.22,342431.62,0.00,0.00,4746422.41,3063786.86,0.00,0.00,0.00,537,512,87,17655.06,2232552.35,-0.984308,0,1,0,1,0,1
1771599804236,67488.00,6.5197,-0.836785,-39.9221,5167346.54,3112494.32,0.248175,831142.60,30.00,1038989.70,22.00,0.00,646854.70,4520491.84,0.00,0.00,0.00,1648159.95,1464334.37,0.00,0.00,492,512,169,17655.06,4465104.71,-0.992123,1,1,1,0,0,0
1771599804737,67488.00,2.0744,-0.821731,-39.4110,5579315.47,3685043.88,0.204469,821184.57,26.00,680683.80,21.00,6592.89,1695119.32,3877603.26,0.00,0.00,39763.13,3301383.52,343897.22,0.00,0.00,1055,512,108,18892.20,2237577.07,-0.983255,1,1,1,0,0,0
1771599805331,67486.50,0.4445,-0.811486,-39.0588,2796871.96,2516344.16,0.052798,605080.77,21.50,811067.30,22.50,92683.77,2410114.38,294073.81,0.00,0.00,134221.89,2382122.27,0.00,0.00,0.00,1055,512,109,23634.18,2237737.68,-0.979097,1,1,0,0,0,0
1771599805860,67487.50,0.1482,-0.801935,-38.7273,913419.97,2689620.43,-0.492973,572051.16,31.50,435379.26,0.50,77766.16,88634.78,747019.02,0.00,0.00,1051088.63,1638531.80,0.00,0.00,0.00,492,0,113,38664.91,2240620.05,-0.966073,0,1,0,1,0,1
1771599806376,67485.50,0.1482,-0.792227,-38.3872,1552634.64,6319389.53,-0.605531,400186.86,20.50,2559429.63,1.50,1403.62,1083152.69,468078.33,0.00,0.00,5306396.48,1012993.05,0.00,0.00,0.00,1055,0,105,21628.93,2240608.57,-0.980878,0,1,0,1,0,1
1771599806895,67487.50,0.1482,-0.781650,-38.0130,5820433.43,65331.60,0.977800,1602785.75,1.50,33757.00,26.50,2817788.53,1885994.00,1116650.90,0.00,0.00,8491.01,6911.05,49929.54,0.00,0.00,1081,606,126,21628.93,4462139.93,-0.990352,1,0,1,0,0,0
1771599807435,67486.50,0.4445,-0.770491,-37.6139,22967.59,3514057.71,-0.987013,16684.34,20.50,932786.68,5.50,1324.71,21642.88,0.00,0.00,0.00,1843257.90,1670799.81,0.00,0.00,0.00,1055,0,50,21865.14,2230028.32,-0.980581,0,1,0,1,0,1
1771599807995,67460.50,4.5953,-0.761552,-37.2912,4226729.12,11514228.52,-0.462964,1008625.03,38.50,4567912.26,26.50,0.00,220212.39,4006516.73,0.00,0.00,0.00,304282.42,11209946.10,0.00,0.00,0,519,227,616895.22,2472511.42,-0.600638,1,1,0,1,0,1
1771599808509,67450.50,0.7413,-0.752223,-36.9513,392393.68,4681132.87,-0.845317,258175.72,25.50,1032971.19,25.50,41087.41,89201.08,262105.19,0.00,0.00,887072.66,2290783.87,1503276.34,0.00,0.00,514,0,227,614413.10,2472350.81,-0.601905,1,1,0,1,0,1
1771599809023,67445.50,0.1483,-0.745422,-36.7016,599864.61,9328186.77,-0.879158,515510.79,34.50,2355865.56,2.50,1314.35,53.27,598497.00,0.00,0.00,7712066.46,1616120.31,0.00,0.00,0.00,0,0,221,598842.93,2469448.19,-0.609657,0,1,0,1,0,1
1771599809627,67424.00,6.2292,-0.740712,-36.5278,5769659.42,5380248.36,0.034925,792382.56,29.00,3481124.44,21.00,0.00,1827800.60,3941858.81,0.00,0.00,0.00,4077848.33,1302400.02,0.00,0.00,519,0,360,628735.22,4696949.13,-0.763886,1,1,0,0,0,0
1771599810166,67406.50,0.4451,-0.739359,-36.4777,2866534.13,2429033.74,0.082616,645433.26,15.50,762880.61,33.50,489602.69,2376931.44,0.00,0.00,0.00,45.84,84258.94,2344728.96,0.00,0.00,539,0,332,628733.04,2471303.88,-0.594371,1,0,0,0,0,0
1771599810726,67427.50,0.4449,-0.735359,-36.3292,1060958.78,6370227.18,-0.714458,215300.30,18.50,1494765.51,15.50,179798.11,881160.67,0.00,0.00,0.00,1438253.91,4931973.27,0.00,0.00,0.00,0,0,304,627960.50,2234629.10,-0.561264,0,0,0,1,0,0
1771599811330,67443.00,0.2965,-0.733025,-36.2423,6802292.66,772644.01,0.796000,1103308.54,13.00,189720.69,25.00,2734943.26,4067349.40,0.00,0.00,0.00,23396.37,545423.23,203824.41,0.00,0.00,540,0,183,67526.06,2229270.44,-0.941200,1,0,1,0,0,0
1771599811878,67443.50,0.1483,-0.731230,-36.1754,860358.61,3367520.52,-0.593007,282284.62,15.50,668683.29,15.50,99062.79,761295.82,0.00,0.00,0.00,710664.79,2656855.73,0.00,0.00,0.00,540,1118,251,67526.06,2907072.46,-0.954598,0,0,0,1,0,0
1771599812377,67421.00,2.3731,-0.731485,-36.1849,1338353.24,8845391.80,-0.737159,457817.09,23.00,1634071.05,22.00,34118.19,1226170.65,78064.41,0.00,0.00,32162.02,8805371.59,7858.19,0.00,0.00,519,604,272,51803.83,3133011.55,-0.967468,1,1,0,1,0,1
1771599812923,67430.50,0.1483,-0.730047,-36.1312,4350259.32,719992.00,0.715994,1722477.85,1.50,228368.82,18.50,2219996.61,1675440.09,454822.63,0.00,0.00,19056.53,699187.01,1748.46,0.00,0.00,540,604,180,43100.30,1955123.85,-0.956861,0,0,1,0,0,0
1771599813512,67437.50,0.1483,-0.725302,-35.9535,13639913.81,155524.25,0.977453,3568825.46,6.50,80023.75,22.50,11973515.76,1666398.04,0.00,0.00,0.00,359.46,80091.87,75072.92,0.00,0.00,540,1143,162,6325.70,1955123.85,-0.993550,1,0,1,0,0,0
1771599814014,67474.50,0.4446,-0.713364,-35.5027,4347675.09,1140741.04,0.584310,654222.52,16.50,250079.08,22.50,1618779.25,2728895.84,0.00,0.00,0.00,306039.45,658151.76,176549.82,0.00,0.00,492,516,200,40369.47,2074146.39,-0.961817,1,0,1,0,0,0
1771599814545,67475.50,0.1482,-0.700104,-34.9960,6440950.65,1649229.47,0.592289,2343632.15,2.50,734542.65,44.50,4438166.57,2002784.08,0.00,0.00,0.00,50195.27,6135.20,1592899.00,0.00,0.00,563,606,123,39674.85,1400696.47,-0.944910,1,0,1,0,0,0
1771599815068,67483.50,0.1482,-0.686877,-34.4843,7505813.99,363963.95,0.907503,2796895.02,0.50,263861.69,34.50,5900742.51,1605071.47,0.00,0.00,0.00,49545.43,718.28,313700.24,0.00,0.00,1081,537,120,40670.91,1328653.59,-0.940597,1,0,1,0,0,0
1771599815658,67503.50,0.1481,-0.671461,-33.8798,1451789.85,823468.14,0.276154,221265.19,19.50,175399.77,19.50,429541.15,1022248.70,0.00,0.00,0.00,87406.26,615656.32,120405.56,0.00,0.00,537,606,88,85235.11,132276.08,-0.216269,0,0,1,0,0,0
1771599816160,67505.50,0.1481,-0.655671,-33.2517,2067982.05,680808.57,0.504649,294273.20,0.50,333939.25,21.50,1101538.62,966443.43,0.00,0.00,0.00,60476.39,620311.92,20.26,0.00,0.00,527,511,94,85680.72,171000.77,-0.332397,1,0,1,0,0,0
1771599816694,67517.50,0.1481,-0.643617,-32.7660,137366.67,2807101.07,-0.906695,16264.03,9.50,611204.27,1.50,90932.05,44804.10,1630.51,0.00,0.00,1916828.49,890272.59,0.00,0.00,0.00,527,537,144,793310.34,175571.54,0.637579,0,0,0,1,0,0
1771599817243,67496.50,0.7408,-0.632227,-32.3022,1239678.91,8325725.44,-0.740799,294550.64,21.50,1097891.97,21.50,22105.87,370316.51,847256.53,0.00,0.00,718925.31,7606800.13,0.00,0.00,0.00,563,537,110,809307.63,56245.81,0.870035,1,1,0,1,0,1
1771599817870,67487.50,0.1482,-0.622709,-31.9109,333901.04,9053098.99,-0.928859,174959.32,25.50,2084215.56,5.50,14673.74,131038.98,188188.31,0.00,0.00,6546539.51,2506559.48,0.00,0.00,0.00,1055,1074,116,808331.82,77006.98,0.826040,0,1,0,1,0,1
1771599818317,67475.50,0.1482,-0.615742,-31.6224,1455710.27,7050662.07,-0.657737,595107.14,28.50,2003500.73,12.50,110336.45,621713.56,723660.27,0.00,0.00,1128159.34,5922502.73,0.00,0.00,0.00,1032,1035,173,1483082.47,69286.77,0.910734,0,1,0,1,0,1
1771599818847,67475.50,0.1482,-0.608339,-31.3138,1361640.70,1367815.49,-0.002262,250066.14,19.50,488481.03,0.50,430729.35,930911.34,0.00,0.00,0.00,725951.32,641864.17,0.00,0.00,0.00,492,514,142,1464482.76,29168.65,0.960943,0,0,0,0,0,0
1771599819433,67515.00,0.2962,-0.599266,-30.9328,460928.92,4229273.69,-0.803450,113011.68,26.00,667397.57,18.00,44997.76,292396.44,123534.72,0.00,0.00,1222667.97,3006605.72,0.00,0.00,0.00,537,532,166,1778429.01,24915.83,0.972367,0,1,0,1,0,1
1771599820040,67511.50,0.1481,-0.590263,-30.5518,1087337.04,2767785.82,-0.435900,357335.72,19.50,647338.95,1.50,436160.53,651176.51,0.00,0.00,0.00,2027191.98,740593.84,0.00,0.00,0.00,532,606,117,1073142.20,36841.07,0.933619,0,0,0,1,0,0
1771599820552,67503.50,0.1481,-0.581294,-30.1692,1127321.38,4543717.77,-0.602429,292024.58,20.50,752938.71,7.50,116336.34,1010985.04,0.00,0.00,0.00,2782947.18,1760770.59,0.00,0.00,0.00,1081,512,125,1026112.79,25212.94,0.952036,0,1,0,1,0,1
1771599821058,67499.50,0.1481,-0.572436,-29.7884,902555.13,7125263.45,-0.775143,278484.29,31.50,1583517.09,11.50,15493.48,461875.97,425185.69,0.00,0.00,4152070.33,2973193.13,0.00,0.00,0.00,563,512,138,351293.27,2244732.05,-0.729361,0,1,0,1,0,1
1771599821595,67495.50,0.1482,-0.564334,-29.4375,33385.49,13898396.34,-0.995207,12305.69,37.50,4395437.39,0.50,5496.11,8750.42,19138.96,0.00,0.00,11157945.51,2740450.84,0.00,0.00,0.00,492,516,136,350822.26,2253144.48,-0.730548,0,1,0,1,0,1
1771599822138,67478.50,0.1482,-0.557631,-29.1454,267077.76,15414746.06,-0.965938,99940.73,2.50,3020100.92,0.50,106244.52,11.47,160821.77,0.00,0.00,5905931.20,9508814.87,0.00,0.00,0.00,1100,1054,156,365205.44,2254593.30,-0.721196,0,0,0,1,0,0
1771599822664,67464.50,0.1482,-0.551629,-28.8824,844343.37,10163801.25,-0.846597,522873.75,54.50,2982590.02,14.50,11.47,51163.77,243503.15,549664.98,0.00,2254428.37,7909372.87,0.00,0.00,0.00,604,1054,138,63759.56,2260931.51,-0.945146,0,1,0,1,0,1
1771599823215,67447.50,0.1483,-0.547092,-28.6827,739307.07,3595950.68,-0.658933,515082.03,15.50,537493.24,15.50,27162.49,632668.88,79475.71,0.00,0.00,1286808.00,2309142.68,0.00,0.00,0.00,514,514,140,59284.41,2273421.54,-0.949171,0,0,0,1,0,0
1771599823735,67447.50,0.1483,-0.542109,-28.4625,1083766.06,1480226.76,-0.154626,272894.60,22.50,260048.47,21.50,148280.45,935485.61,0.00,0.00,0.00,334040.57,1146186.18,0.00,0.00,0.00,514,551,119,58953.48,2269161.29,-0.949355,1,1,0,1,0,1
1771599824283,67463.50,0.1482,-0.535457,-28.1672,2749408.05,3332295.14,-0.095843,682746.43,14.50,761663.14,15.50,636566.68,2112841.37,0.00,0.00,0.00,1311590.11,2020705.03,0.00,0.00,0.00,1032,1054,70,260705.33,77107.77,0.543489,0,0,0,0,0,0
1771599824810,67441.50,1.3345,-0.530809,-27.9598,252059.45,12657378.06,-0.960950,76638.47,28.50,3176067.49,22.50,66.09,105433.55,146559.82,0.00,0.00,158594.09,12498783.98,0.00,0.00,0.00,0,520,73,280712.46,87084.05,0.526455,1,1,0,1,0,1
1771599825369,67434.50,0.1483,-0.526434,-27.7639,201569.94,5848000.90,-0.933361,77001.83,21.50,1444969.75,3.50,2882.65,198675.84,11.46,0.00,0.00,4139019.93,1708980.97,0.00,0.00,0.00,0,560,67,241242.95,87195.24,0.469031,0,1,0,1,0,1
1771599825936,67433.50,0.1483,-0.521766,-27.5540,171634.07,4128442.70,-0.920172,75043.65,15.50,1594580.10,0.50,3687.69,167946.38,0.00,0.00,0.00,3578602.38,549840.32,0.00,0.00,0.00,0,546,60,351202.88,56135.96,0.724377,0,0,0,1,0,0
1771599826434,67427.50,0.1483,-0.522503,-27.5872,280546.78,9127907.59,-0.940363,75041.46,14.50,1503031.48,0.50,110282.00,170264.78,0.00,0.00,0.00,6595012.97,2532894.62,0.00,0.00,0.00,0,0,62,350852.15,56583.02,0.722248,0,0,0,1,0,0
1771599827022,67408.00,0.2967,-0.523742,-27.6429,4969729.45,904279.79,0.692108,849166.36,17.00,313538.85,20.00,27100.94,4186728.90,755899.61,0.00,0.00,117583.35,752328.72,34367.72,0.00,0.00,1099,588,135,149817.66,2242616.42,-0.874757,1,0,1,0,0,0
1771599827534,67399.50,0.1484,-0.522273,-27.5768,1277308.26,3282708.68,-0.439779,501441.38,16.50,511224.96,4.50,94018.17,1183290.09,0.00,0.00,0.00,3064224.76,218434.03,49.89,0.00,0.00,512,0,150,136489.92,2242563.80,-0.885257,0,0,0,1,0,0
1771599828062,67399.50,0.1484,-0.519429,-27.4487,1715592.68,784347.28,0.372507,761158.37,16.50,254775.19,21.50,231551.96,1484040.72,0.00,0.00,0.00,278880.70,457234.78,48231.80,0.00,0.00,1040,0,139,149712.37,2225808.93,-0.873954,1,0,1,0,0,0
1771599828626,67404.50,0.1484,-0.515491,-27.2707,6479399.31,670422.65,0.812465,1480074.34,4.50,182890.36,23.50,6284369.59,195029.72,0.00,0.00,0.00,4437.76,315724.42,350260.47,0.00,0.00,519,588,135,149692.14,2225584.38,-0.873958,1,0,1,0,0,0
1771599829162,67404.50,0.1484,-0.510003,-27.0217,1836541.70,555231.26,0.535716,531531.73,20.50,125064.78,19.50,878374.74,958166.96,0.00,0.00,0.00,10382.74,544848.52,0.00,0.00,0.00,539,0,122,26977.29,2225125.17,-0.976043,0,1,1,0,0,0
1771599829704,67418.50,0.1483,-0.502768,-26.6918,4369621.78,1516595.07,0.484696,699038.59,7.50,267422.02,19.50,2835541.50,1534080.28,0.00,0.00,0.00,361603.61,1154991.46,0.00,0.00,0.00,604,560,152,39303.70,2225125.17,-0.965286,0,0,1,0,0,0
1771599830245,67418.50,0.1483,-0.495527,-26.3597,804109.66,1567970.40,-0.322021,270026.90,25.50,641404.13,9.50,146510.22,209296.21,448303.23,0.00,0.00,1140626.67,427343.73,0.00,0.00,0.00,519,588,65,39640.00,12031.89,0.534296,0,1,0,1,0,1
1771599830849,67418.50,0.1483,-0.492190,-26.2059,449450.81,1862417.09,-0.611180,104921.26,26.50,262920.83,17.50,44350.43,225146.67,179953.72,0.00,0.00,469753.64,1392663.45,0.00,0.00,0.00,519,560,49,14553.90,13119.49,0.051834,0,1,0,1,0,1
1771599831343,67397.50,0.1484,-0.489840,-26.0975,5385552.02,2974385.77,0.288419,623250.30,14.50,423550.92,17.50,878015.88,4507536.14,0.00,0.00,0.00,321305.97,2653079.80,0.00,0.00,0.00,1604,0,80,47405.03,500078.76,-0.826826,0,0,1,0,0,0
1771599831852,67404.50,0.1484,-0.485673,-25.9046,10476851.10,30907.33,0.994117,2445323.45,6.50,9686.61,27.50,7875764.24,2601086.87,0.00,0.00,0.00,100.44,14838.28,15968.61,0.00,0.00,519,604,82,48340.60,500078.76,-0.823709,1,0,1,0,0,0
1771599832362,67418.50,0.1483,-0.479707,-25.6274,7636703.84,968824.06,0.774837,1659436.09,0.50,276639.94,28.50,3646123.82,3990580.02,0.00,0.00,0.00,187.44,263655.22,704981.40,0.00,0.00,541,604,76,41478.08,500078.76,-0.846819,1,0,1,0,0,0
1771599832921,67428.00,2.0763,-0.472227,-25.2780,5649294.97,2094047.18,0.459136,1404859.47,7.00,340013.35,26.00,3133327.08,2061206.35,454761.54,0.00,0.00,6384.75,1124940.94,962721.49,0.00,0.00,0,499,93,55862.52,488863.77,-0.794897,1,0,1,0,0,0
1771599833466,67436.00,0.2966,-0.463706,-24.8775,3734928.10,2003047.24,0.301828,1830577.02,1.00,452886.61,25.00,2552707.91,1182220.19,0.00,0.00,0.00,1838.49,1548322.15,452886.61,0.00,0.00,548,1118,95,57837.30,487437.95,-0.787860,1,0,1,0,0,0
1771599834008,67442.50,0.1483,-0.456580,-24.5405,2502184.20,3350266.32,-0.144911,751537.80,6.50,913135.91,18.50,2171038.74,278628.77,52516.70,0.00,0.00,536423.42,2813842.90,0.00,0.00,0.00,540,1118,95,57931.82,480696.15,-0.784891,0,0,0,1,0,0
1771599834518,67449.50,0.1483,-0.449326,-24.1956,1188572.71,5045760.45,-0.618701,336291.97,5.50,731852.63,10.50,875331.10,223335.94,89905.68,0.00,0.00,2862681.75,2183078.70,0.00,0.00,0.00,0,1143,89,714275.20,308.85,0.999136,0,0,0,1,0,0
1771599835047,67442.50,0.1483,-0.443068,-23.8966,1127432.21,10343692.81,-0.803431,350146.49,29.50,1544663.71,6.50,499.75,231445.76,895486.70,0.00,0.00,8244930.86,2098761.96,0.00,0.00,0.00,559,604,89,761573.53,1013.62,0.997342,0,1,0,1,0,1
1771599835594,67442.50,0.1483,-0.436470,-23.5798,1079414.34,2987028.93,-0.469111,383983.94,24.50,706018.84,19.50,156291.79,923122.55,0.00,0.00,0.00,1470690.26,1516338.67,0.00,0.00,0.00,541,1143,75,756993.11,1045.99,0.997240,0,1,0,1,0,1
1771599836132,67442.50,0.1483,-0.429063,-23.2224,1536716.08,627275.60,0.420261,585890.73,15.50,338028.86,18.50,294349.27,1242366.81,0.00,0.00,0.00,124279.29,502996.31,0.00,0.00,0.00,540,1118,49,739338.25,1845.86,0.995019,0,0,1,0,0,0
1771599836659,67442.50,0.1483,-0.420165,-22.7905,2291135.36,575555.04,0.598453,864919.10,19.50,336660.61,20.50,593476.17,1697659.19,0.00,0.00,0.00,9316.81,566238.23,0.00,0.00,0.00,548,514,38,738349.61,1585.56,0.995714,1,0,1,0,0,0
1771599837208,67442.50,0.1483,-0.408640,-22.2269,1180965.55,234190.38,0.669025,504996.15,11.50,92757.53,18.50,72692.96,1108272.59,0.00,0.00,0.00,32522.75,201667.63,0.00,0.00,0.00,540,1118,48,749144.54,76490.02,0.814712,0,0,1,0,0,0
1771599837761,67442.50,0.1483,-0.400519,-21.8270,3889115.55,30110.35,0.984635,1049541.17,0.50,16681.08,18.50,1688368.38,2200747.17,0.00,0.00,0.00,7345.24,22765.11,0.00,0.00,0.00,540,1118,24,59895.45,76479.90,-0.121609,0,0,1,0,0,0
1771599838339,67471.00,0.2964,-0.388902,-21.2512,5039597.25,2972634.66,0.257976,936484.51,16.00,670433.91,24.00,1229647.64,3809949.61,0.00,0.00,0.00,146221.23,1740288.01,1086125.42,0.00,0.00,492,447,130,61783.52,2301209.80,-0.947707,1,0,1,0,0,0
1771599838864,67470.50,0.1482,-0.377053,-20.6591,2177881.31,4286124.13,-0.326151,359408.33,15.50,1126849.91,28.50,684586.11,1493295.20,0.00,0.00,0.00,336307.21,2057099.91,1892717.01,0.00,0.00,492,516,134,69872.27,2301250.96,-0.941064,1,0,0,1,0,0
1771599839445,67470.50,0.1482,-0.367235,-20.1650,1340430.16,425968.67,0.517698,295536.56,21.50,141088.39,17.50,377344.72,754160.51,208924.93,0.00,0.00,32409.94,393558.73,0.00,0.00,0.00,1032,1035,134,70024.75,2300451.09,-0.940919,0,1,1,0,0,0
1771599839954,67465.50,0.1482,-0.359192,-19.7579,2154743.93,1939658.77,0.052532,610760.82,23.50,413236.88,4.50,267959.96,1886783.97,0.00,0.00,0.00,1601016.62,338642.16,0.00,0.00,0.00,540,514,132,85268.78,2340206.05,-0.929689,0,1,0,0,0,0
