ts,mid,spread_bps,trend_bps_per_sec,trend_angle_deg,bid_pressure_total_usd,ask_pressure_total_usd,pressure_imbalance,strongest_bid_usd,strongest_bid_dist_usd,strongest_ask_usd,strongest_ask_dist_usd,bid_p_0_10,bid_p_10_25,bid_p_25_50,bid_p_50_100,bid_p_100_200,ask_p_0_10,ask_p_10_25,ask_p_25_50,ask_p_50_100,ask_p_100_200,burst_count_3s,burst_buy_usd_3s,burst_sell_usd_3s,burst_imbalance_3s,target_ok_long,target_ok_short,pressure_ok_long,pressure_ok_short,in_long_hint,in_short_hint
1771599626249,67125.50,0.1490,0.384044,21.0090,374178.34,4176632.51,-0.835555,214165.77,21.50,1641423.35,0.50,35894.28,338284.06,0.00,0.00,0.00,2407905.06,1768727.46,0.00,0.00,0.00,14,1268.68,34437.65,-0.928938,0,1,0,1,0,0
1771599626749,67125.50,0.1490,0.394911,21.5496,307683.41,4811497.37,-0.879792,95282.62,17.50,1452721.43,0.50,19276.78,288406.63,0.00,0.00,0.00,1875537.12,2935960.25,0.00,0.00,0.00,14,1690.90,34182.57,-0.905730,0,0,0,1,0,0
1771599627262,67126.00,0.2979,0.403844,21.9910,2918682.74,117065.27,0.922876,655640.75,1.00,75694.38,23.00,1205916.19,1712766.56,0.00,0.00,0.00,1628.64,115436.63,0.00,0.00,0.00,14,1489.53,34202.71,-0.916535,1,0,1,0,1,0
1771599627841,67133.50,0.1490,0.415449,22.5604,8441252.36,928274.86,0.801852,3975513.18,7.50,273697.59,21.50,8045521.12,395731.24,0.00,0.00,0.00,16112.63,912162.23,0.00,0.00,0.00,34,2426.68,286.63,0.788724,1,0,1,0,1,0
1771599628358,67133.50,0.1490,0.424798,23.0157,603131.80,3838921.36,-0.728445,168998.09,13.50,683898.80,12.50,125872.79,477259.01,0.00,0.00,0.00,1294972.59,2543948.77,0.00,0.00,0.00,37,32523.52,286.63,0.982528,0,0,0,1,0,0
1771599628916,67132.50,0.1490,0.431582,23.3441,198690.50,7207795.64,-0.946347,85782.11,13.50,3974395.11,0.50,11092.42,187598.09,0.00,0.00,0.00,5719139.23,1488656.41,0.00,0.00,0.00,36,31574.37,60.42,0.996180,0,0,0,1,0,0
1771599629426,67129.50,0.1490,0.435110,23.5143,217443.28,7238645.63,-0.941674,94560.54,21.50,3230065.36,3.50,11340.09,206103.18,0.00,0.00,0.00,4815256.62,2423389.01,0.00,0.00,0.00,38,31523.35,105.39,0.993336,0,1,0,1,0,0
1771599629967,67127.00,0.5959,0.436077,23.5609,761850.04,6524866.69,-0.790893,180857.45,14.00,2492344.70,2.00,22528.77,739321.27,0.00,0.00,0.00,4342393.61,2182473.08,0.00,0.00,0.00,49,32888.10,500.77,0.970004,0,0,0,1,0,0
1771599630493,67125.50,0.1490,0.435382,23.5274,1339944.41,2895314.70,-0.367243,343112.37,14.50,565646.64,0.50,350400.47,989543.94,0.00,0.00,0.00,1742741.63,1152573.07,0.00,0.00,0.00,51,54820.18,480.63,0.982618,0,0,0,1,0,0
1771599631032,67127.50,0.1490,0.434969,23.5075,6625279.46,2340717.85,0.477868,2989682.62,1.50,951674.04,23.50,5606727.11,1018552.36,0.00,0.00,0.00,48294.91,2292422.94,0.00,0.00,0.00,27,53883.03,539.70,0.980166,1,0,1,0,1,0
1771599631576,67132.50,0.1490,0.436223,23.5680,5634996.44,2660447.86,0.358576,1208906.02,3.50,681197.27,19.50,4720305.03,914691.42,0.00,0.00,0.00,581841.46,2078606.39,0.00,0.00,0.00,27,28449.88,519.56,0.964130,0,0,1,0,0,0
1771599632080,67132.50,0.1490,0.436672,23.5896,124797.50,4192659.57,-0.942189,27685.91,0.50,1752699.64,0.50,85928.13,38869.37,0.00,0.00,0.00,2725302.64,1467356.92,0.00,0.00,0.00,29,28382.75,571.25,0.960541,0,0,0,1,0,0
1771599632581,67126.50,0.1490,0.433772,23.4499,231869.59,11824572.31,-0.961536,95106.05,19.50,2429311.05,5.50,27568.79,204300.79,0.00,0.00,0.00,9756615.50,2067956.80,0.00,0.00,0.00,29,26636.05,586.02,0.956945,0,0,0,1,0,0
1771599633110,67125.50,0.1490,0.430065,23.2709,41131.20,10911288.06,-0.992489,14670.95,21.50,5831128.22,0.50,20676.87,20454.34,0.00,0.00,0.00,9811163.79,1100124.26,0.00,0.00,0.00,23,26624.64,1330.43,0.904817,0,1,0,1,0,0
1771599633699,67110.50,0.1490,0.419769,22.7712,1769778.54,10268218.91,-0.705968,533807.12,29.50,3143037.34,15.50,2716.45,372079.45,1394982.64,0.00,0.00,3398383.85,6869835.06,0.00,0.00,0.00,52,8766.44,22189.18,-0.433612,0,1,0,1,0,0
1771599634244,67098.50,0.1490,0.404989,22.0474,1896208.16,4756499.53,-0.429944,327869.41,12.50,1264140.86,8.50,551696.92,1344511.24,0.00,0.00,0.00,2469754.18,2286745.35,0.00,0.00,0.00,144,1350947.41,24574.49,0.964269,0,0,0,1,0,0
1771599634836,67098.50,0.1490,0.390898,21.3504,2265000.94,991452.40,0.391085,327439.80,17.50,181489.10,20.50,897541.39,1367459.56,0.00,0.00,0.00,192184.65,799267.75,0.00,0.00,0.00,141,1346303.84,24574.49,0.964148,1,0,1,0,1,0
1771599635409,67106.50,0.1490,0.380523,20.8329,8747609.23,1982057.01,0.630546,2293459.88,6.50,319737.73,16.50,7872230.12,875379.12,0.00,0.00,0.00,267177.02,1714880.00,0.00,0.00,0.00,136,1346974.88,24514.05,0.964252,0,0,1,0,0,0
1771599635962,67106.50,0.1490,0.370549,20.3321,2921302.37,1845485.07,0.225690,818938.81,0.50,327534.06,16.50,1003885.72,1917416.65,0.00,0.00,0.00,239864.83,1605620.25,0.00,0.00,0.00,135,1347491.60,24120.02,0.964830,0,0,1,0,0,0
1771599636545,67111.50,1.3411,0.362702,19.9358,8771492.75,1960529.81,0.634639,3689297.92,4.50,312712.61,28.50,5992665.19,2778827.57,0.00,0.00,0.00,10.74,632933.59,1327585.49,0.00,0.00,108,1343842.52,2579.27,0.996169,1,0,1,0,1,0
1771599637059,67115.50,0.1490,0.356498,19.6211,5740629.69,1021131.76,0.697969,1343175.85,0.50,195088.50,17.50,4906582.11,834047.58,0.00,0.00,0.00,20758.89,1000372.86,0.00,0.00,0.00,107,1343727.09,2579.27,0.996168,0,0,1,0,0,0
1771599637671,67122.50,0.1490,0.352670,19.4262,1512800.39,2032780.32,-0.146656,494901.92,0.50,568051.21,0.50,946629.21,566171.18,0.00,0.00,0.00,1063748.69,969031.62,0.00,0.00,0.00,26,3877.24,100128.54,-0.925442,0,0,0,1,0,0
1771599638201,67118.50,0.4470,0.347448,19.1597,137105.86,10122812.72,-0.973273,90542.73,17.50,2901875.36,3.50,314.75,136791.11,0.00,0.00,0.00,7159359.05,2963453.68,0.00,0.00,0.00,23,3206.20,100080.90,-0.937917,0,0,0,1,0,0
1771599638748,67107.50,0.1490,0.338758,18.7142,534040.00,7687147.79,-0.870082,140989.64,17.50,2104178.16,10.50,22735.14,511304.86,0.00,0.00,0.00,2770363.56,4916784.23,0.00,0.00,0.00,40,4738.51,102466.61,-0.911599,0,0,0,1,0,0
1771599639298,67106.50,0.1490,0.330082,18.2671,835347.53,6838522.25,-0.782288,232466.52,19.50,1197130.22,1.50,44153.77,791193.76,0.00,0.00,0.00,3684173.95,3154348.30,0.00,0.00,0.00,37,4214.40,102422.32,-0.920958,0,0,0,1,0,0
1771599639825,67106.50,0.1490,0.321761,17.8362,1339287.77,2729324.75,-0.341649,359458.82,15.50,504529.22,0.50,200060.75,1139227.02,0.00,0.00,0.00,1127434.76,1601889.99,0.00,0.00,0.00,36,3821.82,102422.32,-0.928056,0,0,0,1,0,0
1771599640430,67107.00,0.2980,0.313843,17.4241,3843216.08,1186884.70,0.528087,1289972.60,1.00,535147.44,25.00,1629909.56,2213306.52,0.00,0.00,0.00,300.67,479346.42,707237.61,0.00,0.00,28,2414.29,4418.35,-0.293307,1,0,1,0,1,0
1771599641423,67117.00,0.2980,0.308704,17.1556,7359996.21,2588883.17,0.479563,1974394.33,1.00,775918.37,15.00,6389692.90,970303.32,0.00,0.00,0.00,780347.63,1808535.53,0.00,0.00,0.00,26,7341.33,4395.53,0.250987,0,0,1,0,0,0
1771599641925,67117.50,0.1490,0.303837,16.9007,2928805.71,2964112.87,-0.005991,1603324.45,0.50,676562.34,14.50,1899635.84,1029169.87,0.00,0.00,0.00,1381759.93,1582352.94,0.00,0.00,0.00,13,6804.39,2050.09,0.536937,0,0,0,0,0,0
1771599642441,67117.50,0.1490,0.299076,16.6506,1848669.79,1701249.74,0.041528,507167.69,11.50,339161.25,13.50,608186.15,1240483.64,0.00,0.00,0.00,420535.16,1280714.59,0.00,0.00,0.00,11,6770.83,2075.60,0.530749,0,0,0,0,0,0
1771599642989,67118.50,0.1490,0.294658,16.4180,12588961.72,1214257.64,0.824062,8793788.28,0.50,352734.88,20.50,9780773.01,2808188.72,0.00,0.00,0.00,2857.56,1211400.08,0.00,0.00,0.00,13,6770.83,5454.32,0.107689,1,0,1,0,1,0
1771599643566,67118.50,0.1490,0.290278,16.1869,5144750.00,1647754.70,0.514831,2307874.58,0.50,354178.75,23.50,2970129.04,2174620.96,0.00,0.00,0.00,486.65,1417675.18,229592.87,0.00,0.00,9,6756.74,3436.44,0.325737,1,0,1,0,1,0
1771599644252,67118.50,0.1490,0.285867,15.9535,3428294.57,1689119.69,0.339854,1375027.67,0.50,682712.52,22.50,2211798.56,1216496.01,0.00,0.00,0.00,3294.50,1685825.19,0.00,0.00,0.00,8,6396.34,3456.58,0.298365,1,0,1,0,1,0
1771599644771,67118.50,0.1490,0.281549,15.7245,2748685.17,1229235.66,0.381971,1107666.48,0.50,195055.38,13.50,1629445.05,1119240.12,0.00,0.00,0.00,76993.63,1152242.03,0.00,0.00,0.00,6,0.00,5658.72,-1.000000,0,0,1,0,0,0
1771599645291,67118.50,0.1490,0.277320,15.4998,3562323.36,1341057.69,0.453007,1596507.68,0.50,259293.00,23.50,2136771.57,1425551.80,0.00,0.00,0.00,495.38,1340562.32,0.00,0.00,0.00,7,24.83,5633.21,-0.991222,1,0,1,0,1,0
1771599645859,67121.50,0.1490,0.273853,15.3151,11069321.69,1972348.69,0.697531,3521536.83,0.50,681672.47,27.50,9580032.93,1489288.76,0.00,0.00,0.00,492.03,947705.52,1024151.14,0.00,0.00,12,106.05,2254.49,-0.910148,1,0,1,0,1,0
1771599646382,67126.50,0.1490,0.271563,15.1930,7772225.59,2346917.01,0.536143,2172945.05,5.50,750707.69,22.50,6880886.80,891338.80,0.00,0.00,0.00,76995.52,2269921.49,0.00,0.00,0.00,13,287.95,2262.55,-0.774201,1,0,1,0,1,0
1771599646927,67126.50,0.1490,0.269214,15.0676,4233100.44,2269835.87,0.301904,1718306.12,0.50,751254.95,22.50,3122437.73,1110662.72,0.00,0.00,0.00,93374.85,2176461.02,0.00,0.00,0.00,12,287.95,2242.41,-0.772404,1,0,1,0,1,0
1771599647474,67132.00,1.7875,0.268012,15.0033,4498703.10,3088078.21,0.185932,2062465.82,6.00,870392.72,17.00,2067533.00,2172865.38,258304.72,0.00,0.00,28338.63,2818299.59,241440.00,0.00,0.00,32,2723.57,2262.55,0.092460,0,0,1,0,0,0
1771599647989,67138.50,0.1489,0.268077,15.0068,5210050.99,3096299.59,0.254474,892605.21,1.50,725828.31,10.50,3910518.47,1299532.52,0.00,0.00,0.00,1021515.48,2074784.11,0.00,0.00,0.00,36,14648.12,40.27,0.994516,0,0,1,0,0,0
1771599648583,67138.50,0.1489,0.267916,14.9982,2351475.81,3183848.03,-0.150375,1472623.69,0.50,656594.07,20.50,1482190.60,869285.22,0.00,0.00,0.00,938886.78,2244961.25,0.00,0.00,0.00,30,14572.95,60.42,0.991743,1,0,0,1,0,0
1771599649134,67138.50,0.1489,0.267564,14.9794,1598752.95,3304304.96,-0.347855,637592.13,0.50,602678.95,15.50,671344.99,927407.96,0.00,0.00,0.00,1090677.80,2213627.15,0.00,0.00,0.00,29,14553.49,60.42,0.991732,0,0,0,1,0,0
1771599649721,67138.50,0.1489,0.267026,14.9507,2444114.64,2303056.69,0.029714,1087975.99,0.50,631962.18,23.50,1855435.87,588678.77,0.00,0.00,0.00,56287.59,2246769.10,0.00,0.00,0.00,32,14371.59,1430.71,0.818924,1,0,0,0,0,0
1771599650763,67172.50,0.7444,0.272861,15.2623,1458603.67,4531574.23,-0.513002,441169.22,25.50,876457.98,22.50,7954.57,1009479.88,441169.22,0.00,0.00,434802.35,4096771.88,0.00,0.00,0.00,68,22342.79,101565.03,-0.639364,1,1,0,1,0,0
1771599651329,67173.00,0.8932,0.278200,15.5465,5215032.91,1037960.05,0.668012,861508.99,3.00,601441.83,23.00,1683413.66,3531619.25,0.00,0.00,0.00,20477.33,846012.73,171469.99,0.00,0.00,64,11548.73,101785.34,-0.796200,1,0,1,0,1,0
1771599651866,67176.50,0.1489,0.283648,15.8359,12960026.03,718563.59,0.894936,4454693.33,1.50,220108.39,29.50,12173858.81,786167.22,0.00,0.00,0.00,1019.16,381169.53,336374.90,0.00,0.00,69,12790.81,101796.77,-0.776750,1,0,1,0,1,0
1771599652459,67192.50,0.1488,0.291483,16.2505,6336106.60,4026374.57,0.222894,2094503.34,16.50,769692.06,9.50,1821943.55,4514163.05,0.00,0.00,0.00,2752354.96,1274019.60,0.00,0.00,0.00,83,14105.61,100406.35,-0.753640,0,0,1,0,0,0
1771599653090,67182.50,1.6373,0.296799,16.5308,601269.14,9707879.87,-0.883352,223308.41,24.50,1750488.00,9.50,58993.48,542264.24,11.42,0.00,0.00,5288058.63,4419821.25,0.00,0.00,0.00,110,28628.66,138607.45,-0.657626,0,1,0,1,0,0
1771599653697,67175.50,0.1489,0.300328,16.7165,1002607.17,6948944.70,-0.747821,123741.09,8.50,1550385.27,12.50,344499.19,658107.97,0.00,0.00,0.00,2657572.88,4291371.82,0.00,0.00,0.00,60,37061.89,38452.99,-0.018422,0,0,0,1,0,0
1771599654198,67175.50,0.1489,0.303451,16.8805,4416028.05,1400550.51,0.518428,1294627.60,17.50,419956.25,17.50,1621766.97,2794261.07,0.00,0.00,0.00,511206.81,889343.70,0.00,0.00,0.00,61,35940.13,44950.18,-0.111386,0,0,1,0,0,0
1771599654709,67176.50,0.1489,0.306365,17.0332,8546449.69,1430388.61,0.713258,4691997.06,0.50,359149.09,22.50,6494027.97,2052421.72,0.00,0.00,0.00,67.18,1035778.70,394542.73,0.00,0.00,64,36380.14,145004.65,-0.598862,1,0,1,0,1,0
1771599655315,67190.50,0.1488,0.311208,17.2866,2811352.24,3800102.20,-0.149551,595808.13,14.50,648322.64,17.50,1292308.50,1519043.73,0.00,0.00,0.00,868072.13,2932030.07,0.00,0.00,0.00,50,92437.12,144993.24,-0.221354,0,0,0,1,0,0
1771599655908,67190.50,0.1488,0.315557,17.5135,1250405.35,4459032.81,-0.561987,498240.89,19.50,942501.96,19.50,310239.09,939125.20,1041.06,0.00,0.00,579492.15,3879540.66,0.00,0.00,0.00,54,133001.94,145415.19,-0.044585,0,0,0,1,0,0
1771599656530,67183.50,0.1488,0.318331,17.6579,953404.96,7961155.08,-0.786102,251559.79,18.50,2339531.06,5.50,30375.94,923029.02,0.00,0.00,0.00,6865714.31,1095440.77,0.00,0.00,0.00,26,113195.70,107254.40,0.026951,0,0,0,1,0,0
1771599657132,67183.50,0.1488,0.320741,17.7832,2462136.35,2509772.94,-0.009581,537140.18,0.50,718601.01,19.50,1073781.31,1388355.04,0.00,0.00,0.00,198294.61,2311478.33,0.00,0.00,0.00,24,113195.70,100536.90,0.059227,0,0,0,0,0,0
1771599657736,67184.00,0.2977,0.322887,17.8946,2581202.34,216367.01,0.845318,1325802.76,1.00,95071.55,21.00,1992729.69,588472.65,0.00,0.00,0.00,907.02,215460.00,0.00,0.00,0.00,26,112755.70,100493.73,0.057501,1,0,1,0,1,0
1771599658338,67191.00,2.0836,0.325759,18.0435,10014366.69,790441.12,0.853687,7069387.36,7.00,160848.10,22.00,8002004.15,1872517.35,139845.19,0.00,0.00,23472.26,625397.75,141571.11,0.00,0.00,35,55452.82,100493.72,-0.288823,1,0,1,0,1,0
1771599659023,67197.50,0.1488,0.329209,18.2220,9647465.14,1300762.03,0.762379,2578125.53,13.50,319030.66,18.50,5174389.36,4473075.78,0.00,0.00,0.00,100154.76,1200607.27,0.00,0.00,0.00,26,1331.14,100031.46,-0.973735,0,0,1,0,0,0
1771599659545,67197.50,0.1488,0.332286,18.3809,2671283.92,1594564.74,0.252404,1133043.56,0.50,409015.90,13.50,1429203.25,1242080.67,0.00,0.00,0.00,276505.90,1318058.84,0.00,0.00,0.00,26,1331.14,100031.46,-0.973735,0,0,1,0,0,0
1771599660078,67197.50,0.1488,0.335014,18.5216,540764.03,3361367.36,-0.722837,255726.92,0.50,857889.99,0.50,305726.61,235037.41,0.00,0.00,0.00,1337108.52,2024258.84,0.00,0.00,0.00,26,1322.41,100031.46,-0.973905,0,0,0,1,0,0
1771599660683,67197.50,0.1488,0.337402,18.6445,1665947.17,1778134.45,-0.032574,302658.39,19.50,349664.35,18.50,745068.05,920879.12,0.00,0.00,0.00,467468.65,1310665.80,0.00,0.00,0.00,22,1794.81,20.16,0.977790,0,0,0,0,0,0
1771599661233,67197.50,0.1488,0.339485,18.7516,1873106.09,1097957.08,0.260900,449928.27,0.50,360386.65,18.50,584045.88,1289060.22,0.00,0.00,0.00,33511.39,1064445.69,0.00,0.00,0.00,36,4719.94,138161.73,-0.933932,0,0,1,0,0,0
1771599661764,67200.50,0.1488,0.341686,18.8646,11155612.58,759681.98,0.872486,4464617.56,1.50,147590.16,11.50,9445908.18,1709704.40,0.00,0.00,0.00,59081.16,700600.81,0.00,0.00,0.00,46,25916.25,138161.74,-0.684098,0,0,1,0,0,0
1771599662300,67200.50,0.1488,0.343605,18.9630,4171828.96,1046194.08,0.599007,1454302.75,0.50,247031.89,16.50,2589393.63,1582435.34,0.00,0.00,0.00,52453.67,993740.42,0.00,0.00,0.00,47,25916.25,138173.83,-0.684122,0,0,1,0,0,0
1771599662971,67200.50,0.1488,0.345226,19.0460,1867479.58,1376544.83,0.151335,371676.48,0.50,240310.19,16.50,551043.68,1316435.90,0.00,0.00,0.00,276944.61,1099600.22,0.00,0.00,0.00,51,26150.78,138193.99,-0.681757,0,0,1,0,0,0
1771599663505,67201.50,0.1488,0.346728,19.1228,9024273.28,68770.94,0.984874,5345529.08,0.50,38869.76,13.50,7917068.53,1107204.74,0.00,0.00,0.00,11612.91,57158.03,0.00,0.00,0.00,57,25666.96,238211.78,-0.805464,0,0,1,0,0,0
1771599664121,67217.50,0.1488,0.349948,19.2874,8888445.15,2317135.13,0.586432,4576672.36,16.50,633882.88,20.50,2112300.58,6776144.57,0.00,0.00,0.00,400356.71,1916778.42,0.00,0.00,0.00,87,37539.30,102574.71,-0.464161,1,0,1,0,1,0
1771599664626,67212.00,0.2976,0.352183,19.4014,1243467.36,10315421.94,-0.784847,237794.28,25.00,2006073.22,5.00,252169.99,753503.10,237794.28,0.00,0.00,8284500.63,2030921.31,0.00,0.00,0.00,76,26298.41,103560.04,-0.594968,0,1,0,1,0,0
1771599665159,67209.50,0.1488,0.353852,19.4864,1396345.01,5814802.49,-0.612726,249678.48,14.50,1901455.65,1.50,114514.51,1053037.42,228793.07,0.00,0.00,4539768.18,1275034.32,0.00,0.00,0.00,77,26298.41,103565.42,-0.594985,0,0,0,1,0,0
1771599665842,67208.50,0.1488,0.355132,19.5516,1684638.13,3332741.64,-0.328479,615477.75,23.50,1035310.96,0.50,199847.25,1484790.87,0.00,0.00,0.00,1547874.59,1784867.05,0.00,0.00,0.00,76,26298.41,103545.26,-0.594922,0,1,0,1,0,0
1771599666389,67208.50,0.1488,0.356196,19.6057,2029008.00,2698228.74,-0.141567,300600.63,12.50,428326.72,20.50,417532.62,1611475.38,0.00,0.00,0.00,444928.67,2253300.07,0.00,0.00,0.00,72,26283.65,103541.71,-0.595092,1,0,0,1,0,0
1771599666956,67209.50,0.4464,0.357165,19.6550,3461519.92,1084266.60,0.522958,925050.91,1.50,193380.37,20.50,1278786.39,2182733.53,0.00,0.00,0.00,87862.15,996404.45,0.00,0.00,0.00,34,12128.05,103641.85,-0.790480,1,0,1,0,1,0
1771599667568,67235.00,0.8924,0.360752,19.8370,2913032.69,3320424.56,-0.065356,417310.18,17.00,687321.77,14.00,198086.13,2714946.56,0.00,0.00,0.00,3120.64,1626539.54,1690764.38,0.00,0.00,151,4662307.72,100172.19,0.957933,0,0,0,0,0,0
1771599668072,67235.50,0.1487,0.364073,20.0052,2098662.38,1629939.72,0.125710,503891.00,17.50,720664.54,12.50,687217.79,1411444.59,0.00,0.00,0.00,461547.43,1168392.29,0.00,0.00,0.00,150,4662643.90,100529.88,0.957789,0,0,1,0,0,0
1771599668579,67235.50,0.1487,0.367092,20.1578,3981067.26,2156157.74,0.297351,2271544.56,0.50,720664.54,12.50,2667074.41,1313992.85,0.00,0.00,0.00,613750.12,1542407.62,0.00,0.00,0.00,157,4662643.90,200595.73,0.917505,0,0,1,0,0,0
1771599669390,67234.50,0.1487,0.369195,20.2639,293674.48,4526602.75,-0.878150,180664.51,18.50,2483131.09,0.50,1173.11,292501.38,0.00,0.00,0.00,3609933.81,916668.93,0.00,0.00,0.00,152,4662492.71,100581.49,0.957766,0,0,0,1,0,0
1771599670333,67214.50,1.6366,0.370424,20.3259,1104127.77,12454239.54,-0.837130,229671.13,31.50,4625967.02,20.50,51.75,263678.69,840397.32,0.00,0.00,889307.41,11407530.01,157402.12,0.00,0.00,57,51073.80,101333.76,-0.329773,1,1,0,1,0,0
1771599670872,67209.50,0.1488,0.372201,20.4153,3301569.11,712397.59,0.645041,1024510.79,11.50,104177.91,15.50,724051.25,2577517.86,0.00,0.00,0.00,98138.33,614259.25,0.00,0.00,0.00,73,50884.86,200893.07,-0.595796,0,0,1,0,0,0
1771599671413,67232.00,0.8924,0.377749,20.6940,12715339.90,201218.08,0.968843,6650768.91,22.00,100660.58,32.00,470957.96,12244381.94,0.00,0.00,0.00,43.03,5868.16,195306.88,0.00,0.00,98,65595.66,100932.77,-0.212199,1,1,1,0,1,0
1771599672009,67286.00,4.1613,0.388832,21.2477,677291.41,54099.88,0.852063,149772.22,34.00,33683.65,14.00,0.00,74994.94,602296.47,0.00,0.00,0.00,34502.75,19597.12,0.00,0.00,181,188345.95,100975.82,0.301983,0,1,1,0,0,0
1771599672634,67322.00,3.2679,0.402400,21.9199,1437890.07,202844.39,0.752740,225136.67,22.00,92523.60,35.00,0.00,454321.67,983568.40,0.00,0.00,0.00,98284.78,104559.62,0.00,0.00,281,236556.65,201774.17,0.079352,1,1,1,0,1,0
1771599673638,67369.00,2.9687,0.420398,22.8018,5712173.64,309613.74,0.897169,2505961.63,30.00,225176.92,22.00,0.00,1577531.93,4134641.71,0.00,0.00,0.00,249842.70,59771.04,0.00,0.00,317,279063.31,100989.36,0.468551,1,1,1,0,1,0
1771599674200,67413.50,10.5320,0.442583,23.8733,2682311.80,1709406.38,0.221532,584423.87,50.50,615921.32,65.50,0.00,0.00,1406512.39,1275799.41,0.00,0.00,0.00,16820.81,1692585.57,0.00,771,2366985.08,401736.26,0.709804,1,1,1,0,1,0
1771599674735,67423.50,3.7079,0.465187,24.9472,4308817.65,1206664.92,0.562444,580647.16,29.50,663330.72,55.50,0.00,1766075.72,2542741.93,0.00,0.00,0.00,49395.43,59600.15,1097669.34,0.00,752,2356196.99,401627.35,0.708736,1,1,1,0,1,0
1771599675254,67447.00,0.2965,0.489947,26.1024,3130652.96,396064.03,0.775392,541826.52,20.00,105242.81,41.00,512039.17,2618613.79,0.00,0.00,0.00,6933.08,18360.92,370770.02,0.00,0.00,622,2192591.00,401607.89,0.690380,1,1,1,0,1,0
1771599675794,67460.00,1.7788,0.515407,27.2669,6941191.19,184824.88,0.948127,2181546.91,13.00,120109.93,30.00,524998.82,6273242.31,142950.06,0.00,0.00,825.79,47113.28,136885.81,0.00,0.00,573,2188193.36,368254.19,0.711902,1,0,1,0,1,0
1771599676334,67466.50,0.1482,0.540467,28.3897,10731898.41,73186.96,0.986453,2450331.69,16.50,20174.03,25.50,3301743.76,7430154.66,0.00,0.00,0.00,1525.59,39942.31,31719.05,0.00,0.00,541,2112320.59,470386.27,0.635742,1,0,1,0,1,0
1771599677389,67500.50,1.6296,0.568286,29.6090,7834349.98,1595155.39,0.661667,1866322.04,21.50,718617.55,18.50,572653.79,7261696.18,0.00,0.00,0.00,200752.66,1235266.91,159135.82,0.00,0.00,282,381293.55,236314.07,0.234744,0,1,1,0,0,0
1771599677926,67496.50,0.1482,0.594794,30.7439,4048511.90,1100631.04,0.572499,457371.79,0.50,604412.21,24.50,1976412.12,2072099.78,0.00,0.00,0.00,49700.15,954633.04,96297.85,0.00,0.00,273,377395.60,236563.14,0.229384,1,0,1,0,1,0
1771599678470,67497.50,0.1482,0.619276,31.7689,4249846.24,35143.69,0.983597,2130184.56,1.50,15063.94,20.50,2789516.12,1460163.46,166.66,0.00,0.00,125.55,35018.14,0.00,0.00,0.00,279,377407.07,239333.87,0.223876,1,0,1,0,1,0
1771599679029,67528.50,2.2213,0.646238,32.8721,4563098.87,4059759.01,0.058373,861292.92,23.50,1284501.08,21.50,282152.90,3819614.44,461331.53,0.00,0.00,9562.42,1540752.69,2509443.90,0.00,0.00,435,1856044.25,239395.70,0.771508,1,1,0,0,0,0
1771599679556,67541.50,0.1481,0.673648,33.9661,2948455.25,2035098.71,0.183274,888410.93,20.50,1283994.45,8.50,278560.06,2669895.19,0.00,0.00,0.00,1290114.62,497373.50,247610.60,0.00,0.00,410,1851175.95,137244.10,0.861957,0,1,1,0,0,0
1771599680082,67546.50,0.1480,0.700653,35.0171,8139044.98,1333538.16,0.718443,3091920.94,5.50,1283827.60,3.50,5909403.56,2229641.42,0.00,0.00,0.00,1294363.25,39174.91,0.00,0.00,0.00,180,1493834.56,70716.66,0.909601,0,0,1,0,0,0
1771599680668,67549.50,0.1480,0.726724,36.0068,11229463.48,1327393.60,0.788579,3066248.24,1.50,1282436.75,0.50,10272684.82,956778.66,0.00,0.00,0.00,1284829.48,39997.53,2566.58,0.00,0.00,191,1495246.52,70770.11,0.909618,0,0,1,0,0,0
1771599681273,67571.00,0.2960,0.753849,37.0108,2233808.13,23772.80,0.978940,309435.08,12.00,10028.26,14.00,354643.46,1879164.66,0.00,0.00,0.00,3555.22,20217.58,0.00,0.00,0.00,264,2803524.38,70802.01,0.950735,0,0,1,0,0,0
1771599682294,67623.50,1.0351,0.784988,38.1315,6279956.94,653244.22,0.811561,2589011.47,40.50,117790.17,61.50,34475.38,0.00,6245481.56,0.00,0.00,40801.74,164343.65,229840.76,218258.07,0.00,514,2753068.79,153118.58,0.894626,1,1,1,0,1,0
1771599682852,67639.00,0.2957,0.817017,39.2494,3864261.34,839345.64,0.643106,625986.53,18.00,175291.78,36.00,1065832.57,2798428.77,0.00,0.00,0.00,199324.63,2310.51,637710.50,0.00,0.00,520,2859815.32,153118.61,0.898359,1,0,1,0,1,0
1771599683438,67682.00,0.8865,0.852616,40.4515,2010906.02,2254282.66,-0.057061,482988.30,29.00,1727826.54,18.00,217894.76,570089.01,1222922.24,0.00,0.00,15003.73,1796630.83,442648.10,0.00,0.00,673,3471669.80,1163481.27,0.497975,0,1,0,0,0,0
1771599683990,67689.50,0.1477,0.888232,41.6125,2162660.31,2609812.44,-0.093694,276362.48,9.50,1743536.32,10.50,895307.88,1267352.44,0.00,0.00,0.00,23201.07,1824007.73,762603.64,0.00,0.00,658,2942747.98,1170821.80,0.430751,0,0,0,0,0,0
